FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 3 155.6807 0.1540251 1.673583 -2.54999 20.02356 85.88218 1.776138 1.271408 1.078864 0.5444844 0.4060869 -1 -1 -1 -1 0 0.3011897
2 3 155.6909 0.1539453 1.673602 -2.549942 20.02794 85.87836 1.769022 1.271408 1.078864 0.5444844 0.4060869 -1 -1 -1 -1 0 0.3011897
3 3 155.6985 0.152518 1.673335 -2.550068 20.13143 85.86131 1.795255 1.271408 1.078864 0.4697548 0.5224133 -1 -1 0.3918767 0.4903476 0 0.8386676
4 3 155.716 0.1524673 1.673296 -2.550212 20.14362 85.87854 1.83046 1.271408 1.078864 0.4697548 0.5224133 -1 -1 -1 -1 0 0.8386676
5 3 155.7262 0.1523621 1.673283 -2.550226 20.13864 85.87177 1.832723 1.095475 1.107091 0.4697548 0.5224133 0 1 -1 -1 0 0.8386676
6 3 155.7372 0.1522957 1.673299 -2.550276 20.12072 85.8703 1.836142 0.4685624 0.536518 0.4673078 0.5226127 0.3922449 0.6109197 0.3894717 0.4891019 0.5875832 0.8993121
7 3 155.7481 0.152228 1.673321 -2.550326 20.11771 85.85104 1.809199 0.4685624 0.536518 0.4673078 0.5226127 -1 -1 -1 -1 0.5875832 0.8993121
8 3 155.7597 0.1522561 1.67336 -2.550385 20.1076 85.84811 1.781764 0.4690733 0.5335231 0.4660673 0.5219715 0.3905399 0.6090913 0.3878939 0.4891374 0.533566 0.9087216
9 3 155.7709 0.152228 1.673337 -2.550438 20.10655 85.8336 1.751588 0.4690733 0.5335231 0.4660673 0.5219715 -1 -1 -1 -1 0.533566 0.9087216
10 3 155.7819 0.1522756 1.673358 -2.550515 20.1248 85.83401 1.73021 0.4666641 0.5314972 0.4650974 0.5210878 0.3916497 0.6065139 0.3864747 0.4895096 0.4637994 0.9794601
11 3 155.7924 0.1522126 1.673335 -2.550585 20.14876 85.82726 1.709088 0.4666641 0.5314972 0.4650974 0.5210878 -1 -1 -1 -1 0.4637994 0.9794601
12 3 155.8039 0.1521606 1.673313 -2.550663 20.18281 85.81 1.705384 0.4666641 0.5314972 0.4650974 0.5210878 -1 -1 -1 -1 0.4637994 0.9794601
13 3 155.8149 0.1520776 1.673264 -2.550716 20.19415 85.80028 1.692173 0.4656599 0.5307206 0.4650679 0.5203246 0.3921409 0.6054818 0.3860766 0.4901793 0.6416819 0.8833436
14 3 155.8262 0.1519644 1.673217 -2.550689 20.20835 85.80616 1.709371 0.4656599 0.5307206 0.4650679 0.5203246 -1 -1 -1 -1 0.6416819 0.8833436
15 3 155.837 0.1519306 1.673238 -2.550724 20.22115 85.80839 1.720948 0.4654546 0.5295764 0.4648967 0.5199164 0.3918159 0.6045815 0.385704 0.4904714 0.7257313 0.9387876
16 3 155.8486 0.151932 1.673253 -2.550762 20.21979 85.80663 1.708776 0.4654546 0.5295764 0.4648967 0.5199164 -1 -1 -1 -1 0.7257313 0.9387876
17 3 155.86 0.1518781 1.673233 -2.55072 20.20623 85.81789 1.707418 0.4654689 0.5295106 0.4645392 0.5200682 0.3917757 0.6045424 0.3854102 0.4901827 0.6854373 0.9832727
