pcIndex middleAcc leftAcc leftCon rightAcc rightCon caliIndex
1 21.39194 17.30217 0 35.6959 1 0
1 21.35247 17.30209 0 35.66632 1 0
1 21.35237 17.30206 0 35.6662 1 0
1 21.32238 17.30216 0 35.67119 1 0
1 21.32232 17.30213 0 35.67113 1 0
1 21.30103 17.30223 0 35.72385 1 0
1 21.30113 17.30215 0 35.72385 1 0
1 21.20422 17.30207 0 35.62845 0.9890576 0
1 21.20437 17.30203 0 35.62858 0.9890576 0
1 21.14465 17.30209 0 35.62469 1 0
1 21.14453 17.3021 0 35.62459 1 0
1 21.12759 17.30216 0 35.64973 1 0
1 21.12757 17.30219 0 35.64973 1 0
1 21.0765 17.30219 0 35.61071 1 0
1 21.07656 17.30213 0 35.61087 1 0
1 21.04268 17.30214 0 35.57744 1 0
1 21.04264 17.30207 0 35.57736 1 0
1 21.00528 17.30215 0 35.55409 1 0
1 21.0052 17.30202 0 35.55394 1 0
1 20.98675 17.30211 0 35.5579 1 0
1 20.98688 17.30216 0 35.55806 1 0
1 20.98182 17.30216 0 35.57524 1 0
1 20.98193 17.30219 0 35.57531 1 0
1 20.98198 17.3022 0 35.57538 1 0
1 20.98191 17.30216 0 35.57531 1 0
1 20.99896 17.30209 0 35.63633 1 0
1 20.99899 17.30208 0 35.63634 1 0
1 21.01453 17.30221 0 35.67963 1 0
1 21.01451 17.30209 0 35.67964 1 0
1 20.99453 17.30213 0 35.71077 1 0
1 20.99456 17.30207 0 35.71077 1 0
1 20.99463 17.30224 0 35.71085 1 0
1 20.99458 17.30205 0 35.71081 1 0
1 20.92005 17.30216 0 35.60682 1 0
1 20.92021 17.30213 0 35.60705 1 0
1 33.90267 32.64141 0.99 35.59295 1 0
1 33.90283 32.64151 0.99 35.593 1 0
1 33.91864 32.7373 0.5783165 35.52468 1 0
1 33.91868 32.7373 0.5783165 35.52467 1 0
1 34.01684 32.92028 0.6062363 35.52956 0.9771691 0
1 34.01686 32.92032 0.6062363 35.52962 0.9771691 0
1 33.97853 32.81026 0.6790984 35.54995 1 0
1 33.97848 32.81021 0.6790984 35.54993 1 0
1 33.93986 32.88973 0.7193054 35.38765 1 0
1 33.93973 32.88964 0.7193054 35.38756 1 0
1 33.81442 32.64757 0.755115 35.3596 1 0
1 33.81442 32.64752 0.755115 35.35963 1 0
1 19.28545 32.6475 0.755115 5.391506 0 0
1 19.28544 32.64753 0.755115 5.391506 0 0
1 12.30863 19.35008 0.5341755 5.391506 0 0
1 12.30865 19.35017 0.5341755 5.391469 0 0
1 10.29042 17.30216 0 5.391615 0 0
1 10.29042 17.30216 0 5.391615 0 0
1 12.48704 17.30211 0 17.13918 0.6298081 0
1 12.48698 17.30215 0 17.13908 0.6298081 0
1 14.38986 11.65645 0.99 17.43963 0.7175218 0
1 14.38988 11.65652 0.99 17.4397 0.7175218 0
1 14.75654 12.08446 0.641149 17.70714 0.5311017 0
1 14.75657 12.08444 0.641149 17.70719 0.5311017 0
1 15.42657 13.03131 0.6159526 18.06409 0.5768444 0
1 15.42658 13.03131 0.6159526 18.06407 0.5768444 0
1 15.58669 13.03131 0.6159526 18.37788 0.578742 0
1 15.58675 13.03134 0.6159526 18.37791 0.578742 0
1 15.94428 13.50324 0.7229803 18.62074 0.5431378 0
1 15.9444 13.50329 0.7229803 18.62084 0.5431378 0
1 16.38344 13.93703 0.7410314 19.04521 0.4543475 0
1 16.38349 13.93707 0.7410314 19.04533 0.4543475 0
1 16.79656 14.38814 0.6951181 19.41113 0.4931228 0
1 16.7967 14.38828 0.6951181 19.41124 0.4931228 0
1 17.24173 14.89987 0.8068435 19.772 0.5893601 0
1 17.24174 14.89984 0.8068435 19.772 0.5893601 0
1 17.24174 14.89991 0.8068435 19.77199 0.5893601 0
1 18.22837 15.46485 0.4832258 21.16209 0.483915 0
1 18.22818 15.46471 0.4832258 21.16195 0.483915 0
1 18.93075 15.46495 0.4832258 22.5317 0.4925268 0
1 18.93045 15.46464 0.4832258 22.53141 0.4925268 0
1 14.73248 17.30209 0 22.53149 0.4925268 0
1 14.73275 17.3022 0 22.53172 0.4925268 0
1 10.29031 17.30213 0 5.391506 0 0
1 10.29027 17.30213 0 5.391469 0 0
1 22.981 21.24065 0.6642796 24.72141 0.4305137 0
1 22.98084 21.24046 0.6642796 24.72124 0.4305137 0
1 22.82036 21.24071 0.6642796 24.40987 0.5915961 0
1 22.8206 21.24096 0.6642796 24.41009 0.5915961 0
1 22.84092 21.33372 0.7409403 24.37461 0.4894927 0
1 22.84104 21.33382 0.7409403 24.37473 0.4894927 0
1 22.96822 21.66318 0.6377533 24.32333 0.6164812 0
1 22.96818 21.66319 0.6377533 24.32331 0.6164812 0
1 22.97823 21.66301 0.6377533 24.33657 0.6217607 0
1 22.97826 21.66308 0.6377533 24.33662 0.6217607 0
1 23.05356 21.75917 0.5937701 24.40162 0.5200008 0
1 23.05365 21.7593 0.5937701 24.4017 0.5200008 0
