FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 1 34.79904 0.03512094 1.483375 -2.502988 358.488 110.616 359.3189 0.5343748 0.5152829 0 0 0.2902909 0.7688704 -1 -1 1 0
2 1 34.8152 0.03527641 1.483392 -2.50296 358.4692 110.6264 359.3439 0.5343748 0.5152829 0 0 -1 -1 -1 -1 1 0
3 1 34.83539 0.03670079 1.483982 -2.502587 357.9474 110.5773 359.5329 0.5345022 0.5150973 0.5341568 0.5007792 0.2900626 0.7687796 0.4187421 0.3423022 1 0.864711
4 1 34.84093 0.036725 1.483983 -2.502441 357.9088 110.5464 359.5356 0.5345022 0.5150973 0.5341568 0.5007792 -1 -1 -1 -1 1 0.864711
5 1 34.8531 0.03679114 1.484074 -2.502384 357.8625 110.5404 359.558 0.5345022 0.5150973 0.5338008 0.5006984 -1 -1 0.4183035 0.3421337 1 0.8810072
6 1 34.86298 0.03683944 1.484127 -2.502333 357.8278 110.5332 359.5734 0.5345022 0.5150973 0.5338008 0.5006984 -1 -1 -1 -1 1 0.8810072
7 1 34.87444 0.03700142 1.484219 -2.502358 357.7892 110.529 359.5798 0.5345022 0.5150973 0.5338008 0.5006984 -1 -1 -1 -1 1 0.8810072
8 1 34.88565 0.0370333 1.48432 -2.502295 357.7608 110.5136 359.5847 0.4916596 0.5128723 0.5086895 0.4983747 0.3310986 0.7488824 0.3897189 0.3277575 0.7315301 0.6298528
9 1 34.89632 0.03709885 1.484355 -2.502244 357.7396 110.5099 359.5944 0.4916596 0.5128723 0.5086895 0.4983747 -1 -1 -1 -1 0.7315301 0.6298528
10 1 34.90891 0.03713271 1.484371 -2.502191 357.7149 110.4891 359.5934 1.068178 0.4283305 0.4596281 0.5064437 0 1 0.343021 0.2919224 0 0
11 1 34.9185 0.03722396 1.484359 -2.502176 357.7009 110.4883 359.5901 1.068178 0.4283305 0.4596281 0.5064437 -1 -1 -1 -1 0 0
12 1 34.9297 0.03733429 1.484405 -2.502142 357.6865 110.4886 359.6116 1.068178 0.4283305 0.4596281 0.5064437 -1 -1 -1 -1 0 0
13 1 34.94127 0.03735797 1.484443 -2.50221 357.6675 110.4939 359.6169 0.4597238 0.5073918 0.4592561 0.5047485 0.3625083 0.7297027 0.3413829 0.2934425 0.99 0.4260757
14 1 34.95207 0.03754581 1.484326 -2.502313 357.6455 110.4808 359.6256 0.4597238 0.5073918 0.4592561 0.5047485 -1 -1 -1 -1 0.99 0.4260757
15 1 34.96296 0.03754896 1.484339 -2.502292 357.6409 110.4808 359.6328 0.4598597 0.50784 0.458324 0.5037103 0.3626321 0.7301446 0.3396198 0.2940272 1 0.3305478
16 1 34.97442 0.03766078 1.484391 -2.502379 357.6284 110.4742 359.6255 0.4598597 0.50784 0.458324 0.5037103 -1 -1 -1 -1 1 0.3305478
17 1 34.9855 0.03760539 1.484489 -2.502309 357.6089 110.4673 359.6245 0.4604905 0.5085819 0.458324 0.5037103 0.3623782 0.731072 -1 -1 1 0.3305478
18 1 34.99636 0.03768172 1.484532 -2.502323 357.6066 110.4713 359.6239 0.4604905 0.5085819 0.458324 0.5037103 -1 -1 -1 -1 1 0.3305478
19 1 35.00792 0.03767758 1.484512 -2.502358 357.588 110.4631 359.6125 0.4608804 0.5092225 0.4579559 0.5032752 0.362336 0.731797 0.3389044 0.2942851 1 0.3886566
20 1 35.01846 0.03771674 1.484523 -2.502358 357.5912 110.4706 359.622 0.4608804 0.5092225 0.4579559 0.5032752 -1 -1 -1 -1 1 0.3886566
21 1 35.02964 0.03772822 1.484512 -2.502372 357.5747 110.4587 359.618 0.4608804 0.5092225 0.4566656 0.5031669 -1 -1 0.3374313 0.2937578 1 0.4626922
22 1 35.04095 0.03781781 1.484529 -2.502316 357.5645 110.457 359.6168 0.4608804 0.5092225 0.4566656 0.5031669 -1 -1 -1 -1 1 0.4626922
23 1 35.18866 0.03781086 1.48455 -2.502287 357.5551 110.4568 359.6104 0.4076346 0.4786728 0.2590173 0.2474119 0.7227523 0.8641828 0 1 0.340735 0
24 1 35.20012 0.0377569 1.484828 -2.502581 357.3501 110.4472 359.5479 0.4076346 0.4786728 0.2590173 0.2474119 -1 -1 0 1 0.340735 0
25 1 35.20756 0.03779416 1.484882 -2.502614 357.3315 110.439 359.5467 0.4076346 0.4786728 0.2590173 0.2474119 -1 -1 -1 -1 0.340735 0
