FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 5 871.437 0.3091603 1.624149 -2.556841 7.720434 356.4028 357.2701 0.4831419 0.4343775 0.4744644 0.4371873 -1 -1 -1 -1 0.8992857 0.9737142
2 5 871.4485 0.3087327 1.6247 -2.557824 7.460126 356.3329 357.3772 0.4831419 0.4343775 0.4744644 0.4371873 -1 -1 -1 -1 0.8992857 0.9737142
3 5 871.4591 0.3068291 1.626586 -2.562026 6.32327 356.1956 357.6719 0.4831419 0.4343775 0.4744644 0.4371873 -1 -1 -1 -1 0.8992857 0.9737142
4 5 871.4785 0.3066874 1.627006 -2.563032 6.124983 356.2039 357.7636 0.4831419 0.4343775 0.4744644 0.4371873 -1 -1 -1 -1 0.8992857 0.9737142
5 5 871.4875 0.3065667 1.627146 -2.563457 6.024518 356.1994 357.8069 0.4939632 0.5176182 0.5092743 0.5154616 0.4675681 0.4220061 0.5516221 0.618039 1 0.5248731
6 5 871.4988 0.306395 1.627269 -2.563849 5.925405 356.1969 357.8244 0.4939632 0.5176182 0.5092743 0.5154616 -1 -1 -1 -1 1 0.5248731
7 5 871.5089 0.306036 1.627589 -2.564672 5.726681 356.2057 357.8856 0.4948238 0.5185214 0.4793184 0.5120009 0.4670193 0.4231775 0.5209606 0.6042913 0.975391 0.6455699
8 5 871.5206 0.3058403 1.627862 -2.565485 5.535411 356.1987 357.9272 0.4948238 0.5185214 0.4793184 0.5120009 -1 -1 -1 -1 0.975391 0.6455699
9 5 871.5428 0.3055645 1.628195 -2.566214 5.400296 356.1886 357.9885 0.4951589 0.5187323 0.4784523 0.5124096 0.4667626 0.4235146 0.520231 0.603465 1 0.7757837
10 5 871.5647 0.305323 1.628522 -2.566815 5.265778 356.1688 358.0587 0.4957152 0.518465 0.4782647 0.512682 0.4661483 0.4235509 0.520129 0.6031218 1 0.9396385
11 5 871.5868 0.3051893 1.62881 -2.567396 5.191835 356.1273 358.1157 0.4957152 0.518465 0.4782443 0.5128486 -1 -1 0.5201597 0.6029621 1 0.8918792
12 5 871.6107 0.304972 1.62898 -2.567964 5.09655 356.1257 358.1301 0.4955496 0.518348 0.4779374 0.5131443 0.4662712 0.4233735 0.5199472 0.6025351 0.821955 0.9021052
13 5 871.6338 0.3049047 1.629278 -2.568406 4.940317 356.141 358.1433 0.4964256 0.5182403 0.4781425 0.5131889 0.4653991 0.4236957 0.5201629 0.6026038 1 1
