pcIndex middleAcc leftAcc leftCon rightAcc rightCon caliIndex
1 19.88709 20.93739 0.7774488 18.83403 0.9472054 0
1 19.88709 20.93741 0.7774488 18.83401 0.9472054 0
1 19.77571 20.81192 0.7685196 18.7369 0.9946791 0
1 19.77579 20.812 0.7685196 18.73696 0.9946791 0
1 19.82543 20.8966 0.7777955 18.75079 1 0
1 19.82544 20.89662 0.7777955 18.75078 1 0
1 19.82535 20.89655 0.7777955 18.75066 1 0
1 19.8869 20.99266 0.8059422 18.77698 0.9344199 0
1 19.88682 20.99252 0.8059422 18.77691 0.9344199 0
1 19.88124 20.96633 0.744363 18.79169 0.952585 0
1 19.88114 20.96622 0.744363 18.79161 0.952585 0
1 19.83455 20.88801 0.7366637 18.77737 0.8550877 0
1 19.83442 20.88793 0.7366637 18.77725 0.8550877 0
1 19.85015 20.94744 0.8203911 18.7483 0.8706931 0
1 19.85006 20.94734 0.8203911 18.74823 0.8706931 0
1 19.98788 21.14849 0.8477466 18.82092 0.8905959 0
1 19.98776 21.14838 0.8477466 18.82079 0.8905959 0
1 20.02353 21.21906 0.834918 18.82075 0.8905959 0
1 19.99543 21.21918 0.834918 18.76509 0.7674296 0
1 19.99533 21.21909 0.834918 18.76499 0.7674296 0
1 19.93381 21.21508 0.7063418 18.64509 0.9362147 0
1 19.93384 21.2151 0.7063418 18.64508 0.9362147 0
1 20.0806 21.37976 0.8042006 18.77219 0.8471609 0
1 20.08048 21.37969 0.8042006 18.77209 0.8471609 0
1 20.24403 21.57855 0.8105656 18.89952 0.8386986 0
1 20.24384 21.57843 0.8105656 18.89932 0.8386986 0
1 20.24388 21.5785 0.8105656 18.89942 0.8386986 0
1 24.18035 17.49672 0.5175474 30.56711 0 0
1 24.18044 17.49687 0.5175474 30.56718 0 0
1 1.045676 6.764628 0 6.184184 0.4916465 0
1 1.045301 6.764687 0 6.184152 0.4916465 0
1 1.045488 6.764744 0 6.184025 0.4916465 0
1 13.10985 6.764657 0 30.5671 0 0
1 13.10993 6.764628 0 30.56716 0 0
1 13.10988 6.764716 0 30.56718 0 0
1 13.10976 6.764716 0 30.56702 0 0
1 1.731331 6.764657 0 8.860003 0.5674385 0
1 1.731331 6.764687 0 8.860046 0.5674385 0
1 1.70972 6.764744 0 8.79817 0.3377398 0
1 1.709491 6.764657 0 8.79817 0.3377398 0
1 1.70972 6.764744 0 8.798192 0.3377398 0
1 1.723969 6.764657 0 8.89119 0.4886824 0
1 1.724082 6.764599 0 8.89119 0.4886824 0
1 10.59446 12.06907 0.8500167 9.157961 0.4718381 0
1 10.59453 12.0691 0.8500167 9.157982 0.4718381 0
1 10.88092 12.63838 0.8123281 9.157918 0.4718381 0
1 10.88096 12.63844 0.8123281 9.157918 0.4718381 0
1 10.88103 12.63846 0.8123281 9.157939 0.4718381 0
1 2.700304 6.764657 0 11.05825 0.4140849 0
1 2.700376 6.764657 0 11.0582 0.4140849 0
1 12.48579 13.99688 0.5140094 11.07773 0.5526329 0
1 12.48587 13.99696 0.5140094 11.07784 0.5526329 0
1 12.39764 13.87086 0.3783646 11.00979 0.5614479 0
1 12.3978 13.87101 0.3783646 11.00993 0.5614479 0
1 1.802331 6.764628 0 8.453382 0.4846887 0
1 1.802223 6.764657 0 8.453265 0.4846887 0
1 1.802223 6.764687 0 8.453288 0.4846887 0
1 20.30139 9.55012 0.99 30.56706 0 0
1 20.30141 9.55012 0.99 30.56711 0 0
1 8.094393 9.55654 0.8770055 6.652987 0.5533096 0
1 8.094369 9.556581 0.8770055 6.652958 0.5533096 0
1 8.045349 9.78844 0.6193807 6.325303 0.4711714 0
1 8.045349 9.78846 0.6193807 6.325271 0.4711714 0
1 8.274148 10.05712 0.7141106 6.510509 0.4434812 0
1 8.274076 10.05704 0.7141106 6.510479 0.4434812 0
1 8.683875 10.32887 1 7.056024 0.5111675 0
1 8.68374 10.32878 1 7.055857 0.5111675 0
1 8.683852 10.32887 1 7.055967 0.5111675 0
1 9.031461 10.53749 0.8141701 7.53903 0.480645 0
1 9.03157 10.5376 0.8141701 7.53916 0.480645 0
1 9.115053 10.38995 0.9754838 7.852105 0.5550947 0
1 9.115097 10.39001 0.9754838 7.852156 0.5550947 0
1 8.903026 9.994342 0.5966624 7.825312 0.4762154 0
1 8.902937 9.994264 0.5966624 7.825212 0.4762154 0
1 8.83589 9.994303 0.5966624 7.693477 0.3420979 0
1 8.898876 10.11803 0.8413684 7.693604 0.3420979 0
1 8.898898 10.11805 0.8413684 7.693579 0.3420979 0
1 9.049674 10.30414 0.9040185 7.816102 0.5171432 0
1 9.049652 10.30412 0.9040185 7.816126 0.5171432 0
1 9.205815 10.46738 0.8453771 7.962474 0.5754936 0
1 9.205815 10.46734 0.8453771 7.962474 0.5754936 0
1 9.312639 10.51524 0.9770691 8.126902 0.6861123 0
1 9.312724 10.51537 0.9770691 8.12707 0.6861123 0
1 9.312767 10.51536 0.9770691 8.12707 0.6861123 0
1 9.311395 10.43552 0.9222397 8.209276 0.5915896 0
1 9.311395 10.43551 0.9222397 8.2093 0.5915896 0
1 9.232205 10.30019 0.7581257 8.187266 0.4372152 0
1 9.232291 10.3003 0.7581257 8.187364 0.4372152 0
1 9.161716 10.19169 0.9254601 8.159643 0.4630325 0
1 9.161587 10.19156 0.9254601 8.159547 0.4630325 0
1 9.34035 10.36377 0.8880461 8.339954 0.5154136 0
1 9.34033 10.36365 0.8880461 8.33986 0.5154136 0
1 9.535061 10.65933 0.9054533 8.424735 0.4940846 0
1 9.535165 10.65937 0.9054533 8.424806 0.4940846 0
1 9.535165 10.65933 0.9054533 8.424758 0.4940846 0
1 9.491919 10.48226 0.9611223 8.512347 0.7103211 0
1 9.491919 10.48228 0.9611223 8.51237 0.7103211 0
1 9.357085 10.3178 0.9150035 8.41501 0.5673156 0
1 9.357275 10.31795 0.9150035 8.415196 0.5673156 0
1 9.503343 10.6053 0.5259051 8.425714 0.4973665 0
1 9.503343 10.60527 0.5259051 8.425645 0.4973665 0
1 9.50326 10.60517 0.5259051 8.42555 0.4973665 0
1 9.580249 10.60773 0.8428373 8.569191 0.3650126 0
1 9.580269 10.60773 0.8428373 8.569145 0.3650126 0
1 9.644387 10.50079 0.4745618 8.807966 0.4670457 0
1 9.644407 10.50075 0.4745618 8.808033 0.4670457 0
1 9.536608 10.29677 0.5167032 8.779149 0.4873052 0
1 9.536526 10.29665 0.5167032 8.779037 0.4873052 0
1 9.500467 10.32617 0.5220156 8.679871 0.4570543 0
1 9.500301 10.32609 0.5220156 8.679803 0.4570543 0
1 9.60609 10.50333 0.8685098 8.714087 0.6195368 0
1 9.60607 10.5033 0.8685098 8.714043 0.6195368 0
1 9.606254 10.50345 0.8685098 8.7142 0.6195368 0
1 9.629454 10.52983 0.9078032 8.732214 0.5017492 0
1 9.629393 10.52979 0.9078032 8.73217 0.5017492 0
1 9.774529 10.68102 0.8566229 8.868845 0.478869 0
1 9.774369 10.68087 0.8566229 8.868756 0.478869 0
1 9.900635 10.94875 0.7912263 8.854147 0.3761472 0
1 9.900734 10.94884 0.7912263 8.854236 0.3761472 0
1 10.11373 11.29554 0.4195109 8.943603 0.3692956 0
1 10.11373 11.2955 0.4195109 8.943581 0.3692956 0
1 13.10985 6.764628 0 30.5671 0 0
1 13.10996 6.764599 0 30.56716 0 0
1 13.10991 6.76457 0 30.56709 0 0
1 13.10988 6.764599 0 30.56713 0 0
1 13.10991 6.764599 0 30.5672 0 0
1 10.36306 11.9879 0 8.77035 0 0
1 10.36299 11.9878 0 8.770239 0 0
1 20.97886 10.94802 0.8116803 30.56712 0 0
1 20.97894 10.94809 0.8116803 30.56722 0 0
1 20.97888 10.94803 0.8116803 30.56713 0 0
1 21.03247 11.03426 0.8579879 30.56712 0 0
1 21.03241 11.03426 0.8579879 30.5671 0 0
1 21.10943 11.19533 0.8974936 30.56715 0 0
1 21.10936 11.19528 0.8974936 30.56707 0 0
1 21.1493 11.28634 0.7851754 30.5672 0 0
1 21.14934 11.28643 0.7851754 30.56718 0 0
1 21.14936 11.28638 0.7851754 30.56716 0 0
1 11.32742 11.11877 0.6963286 11.8028 0.3109369 0
1 11.32742 11.11873 0.6963286 11.80283 0.3109369 0
1 11.26685 11.08818 0.7087958 11.65902 0.4124652 0
1 11.26671 11.08804 0.7087958 11.65893 0.4124652 0
1 11.26682 11.08813 0.7087958 11.65902 0.4124652 0
1 21.05265 11.26301 0.8316094 30.56728 0 0
1 21.05247 11.2629 0.8316094 30.56707 0 0
1 13.10997 6.764512 0 30.56711 0 0
1 13.10982 6.764657 0 30.56708 0 0
1 21.10847 11.7553 0.4653286 30.56704 0 0
1 21.10843 11.75529 0.4653286 30.56704 0 0
1 21.10851 11.75535 0.4653286 30.56709 0 0
1 13.10984 6.764628 0 30.5671 0 0
1 13.10994 6.764541 0 30.56717 0 0
1 13.10996 6.764512 0 30.56714 0 0
1 13.10975 6.764744 0 30.56706 0 0
1 13.10993 6.764541 0 30.56719 0 0
1 13.10982 6.764773 0 30.56706 0 0
1 13.10985 6.764628 0 30.56715 0 0
1 13.1099 6.764628 0 30.56715 0 0
1 13.10984 6.764687 0 30.56706 0 0
1 21.09013 11.64762 0.6928958 30.56719 0 0
1 21.09009 11.64757 0.6928958 30.56709 0 0
1 10.67131 11.80599 0.5489596 9.630821 0.48481 0
1 10.67127 11.80597 0.5489596 9.630699 0.48481 0
1 13.10982 6.764687 0 30.56711 0 0
1 13.10969 6.764773 0 30.56695 0 0
1 13.10988 6.764657 0 30.56716 0 0
1 13.10984 6.764687 0 30.56709 0 0
1 21.89455 12.87028 0.99 30.56707 0 0
1 21.8946 12.87031 0.99 30.56706 0 0
1 21.89459 12.87034 0.99 30.56709 0 0
1 21.88683 12.83395 0.8617661 30.56713 0 0
1 21.8869 12.83404 0.8617661 30.56712 0 0
1 21.80843 12.6483 0.9802768 30.56702 0 0
1 21.80843 12.6484 0.9802768 30.56702 0 0
1 11.05635 12.47448 0.6727474 10.03054 0.4933442 0
1 11.10296 12.47437 0.6727474 10.0912 0.2100385 0
1 11.10305 12.4744 0.6727474 10.09124 0.2100385 0
1 13.01561 6.764628 0 28.63143 0.6089463 0
1 13.01554 6.764687 0 28.63139 0.6089463 0
1 19.20278 6.764687 0 40.3849 0.6220739 0
1 19.20279 6.764599 0 40.38486 0.6220739 0
1 25.04493 6.764657 0 45.53044 0.5847234 0
1 25.04494 6.764512 0 45.53045 0.5847234 0
1 25.65692 20.57341 0.9818234 30.5672 0 0
1 25.65682 20.57328 0.9818234 30.5671 0 0
1 25.65677 20.5732 0.9818234 30.56706 0 0
1 7.960502 6.764512 0 14.38912 0.8441104 0
1 7.960502 6.764831 0 14.38902 0.8441104 0
1 13.10984 6.764773 0 30.5671 0 0
1 13.10981 6.764657 0 30.56702 0 0
