FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 1 130.5331 -0.6047108 1.686014 -2.359732 357.7967 183.9943 4.668087 0.5563748 0.5261697 0.5561191 0.4928371 -1 -1 -1 -1 0.7207475 0.99
2 1 130.5498 -0.6046311 1.685989 -2.359745 357.8381 184.0089 4.693058 0.5563748 0.5261697 0.5561191 0.4928371 -1 -1 -1 -1 0.7207475 0.99
3 1 130.5695 -0.6036417 1.685738 -2.36 357.9723 184.0127 4.763141 0.5563748 0.5261697 0.5561191 0.4928371 -1 -1 -1 -1 0.7207475 0.99
4 1 130.5849 -0.6034409 1.685683 -2.360116 357.9958 184.0123 4.726507 0.5563748 0.5261697 0.5561191 0.4928371 -1 -1 -1 -1 0.7207475 0.99
5 1 130.597 -0.6032616 1.685628 -2.360221 358.0236 184.0105 4.71684 0.5563015 0.526779 0.5560893 0.4934895 0.4265448 0.4147523 0.3983949 0.5394146 0.8462579 0.7245637
6 1 130.6178 -0.6031066 1.685586 -2.36033 358.0381 184.0078 4.722687 0.5568388 0.5272274 0.5566935 0.4938956 0.425935 0.4159541 0.3992368 0.5393245 0.7622962 0.8698215
7 1 130.6283 -0.6030275 1.685573 -2.360396 358.0551 184.0094 4.742146 0.5568388 0.5272274 0.5566935 0.4938956 -1 -1 -1 -1 0.7622962 0.8698215
8 1 130.6425 -0.6029773 1.685563 -2.360449 358.0658 184.0182 4.745077 0.5568388 0.5272274 0.5566935 0.4938956 -1 -1 -1 -1 0.7622962 0.8698215
9 1 130.6507 -0.6028841 1.685558 -2.360536 358.0803 184.0281 4.749158 0.5568388 0.5272274 0.5566935 0.4938956 -1 -1 -1 -1 0.7622962 0.8698215
10 1 130.6618 -0.6028105 1.685552 -2.360601 358.0888 184.0303 4.736192 0.5568388 0.5272274 0.5566935 0.4938956 -1 -1 -1 -1 0.7622962 0.8698215
11 1 130.6732 -0.6028813 1.685557 -2.360646 358.106 184.035 4.733046 0.5572124 0.5275872 0.5577763 0.4947405 0.4255075 0.4168807 0.4008023 0.53904 0.8297905 0.883054
12 1 130.6844 -0.6028251 1.685504 -2.360691 358.1175 184.0493 4.723997 0.5572124 0.5275872 0.5577763 0.4947405 -1 -1 -1 -1 0.8297905 0.883054
13 1 130.695 -0.60278 1.685491 -2.360747 358.129 184.05 4.726518 0.5572124 0.5275872 0.5577763 0.4947405 -1 -1 -1 -1 0.8297905 0.883054
14 1 130.7066 -0.6026849 1.685481 -2.360792 358.1447 184.0459 4.723194 0.5572124 0.5275872 0.5577763 0.4947405 -1 -1 -1 -1 0.8297905 0.883054
15 1 130.718 -0.6026247 1.685423 -2.360834 358.1511 184.0519 4.719022 0.5572124 0.5275872 0.5577763 0.4947405 -1 -1 -1 -1 0.8297905 0.883054
16 1 130.7286 -0.6025661 1.685438 -2.360849 358.1578 184.052 4.718104 0.5572124 0.5275872 0.5577763 0.4947405 -1 -1 -1 -1 0.8297905 0.883054
17 1 130.7399 -0.6025054 1.685434 -2.360891 358.1646 184.0506 4.721109 0.5572124 0.5275872 0.5577763 0.4947405 -1 -1 -1 -1 0.8297905 0.883054
18 1 130.7516 -0.6024072 1.685433 -2.361006 358.1774 184.0498 4.696088 0.5569602 0.5277574 0.5574331 0.4949866 0.4258 0.4169861 0.400558 0.5385802 0.8149964 0.7545617
19 1 130.762 -0.6023208 1.685403 -2.361069 358.177 184.0485 4.696971 0.5569602 0.5277574 0.5574331 0.4949866 -1 -1 -1 -1 0.8149964 0.7545617
20 1 130.7728 -0.6022102 1.685394 -2.361113 358.1844 184.0501 4.699945 0.5569602 0.5277574 0.5574331 0.4949866 -1 -1 -1 -1 0.8149964 0.7545617
21 1 130.9199 -0.6021292 1.685418 -2.361182 358.1852 184.0363 4.692848 0.6962252 0.01637037 0.6023083 0.3655609 0.1874841 0.2126376 0.3450233 0.7626844 0.6158259 0.6465716
22 1 130.9336 -0.6016372 1.685267 -2.360953 358.1806 184.0274 4.569134 0.6962252 0.01637037 0.6023083 0.3655609 -1 -1 -1 -1 0.6158259 0.6465716
23 1 130.9395 -0.6016468 1.685255 -2.360903 358.1728 184.0419 4.544489 0.6962252 0.01637037 0.6023083 0.3655609 -1 -1 -1 -1 0.6158259 0.6465716
24 1 130.951 -0.6016487 1.68523 -2.360828 358.1656 184.0584 4.525088 0.6962252 0.01637037 0.6023083 0.3655609 -1 -1 -1 -1 0.6158259 0.6465716
25 1 130.9733 -0.6016538 1.685213 -2.360659 358.1571 184.0919 4.499071 0.4524288 0.3404358 0.4990896 0.4756 0.4507162 0.2079893 0 1 0.6636931 0
26 1 130.9839 -0.6016554 1.68527 -2.360612 358.1575 184.1003 4.482092 0.4524288 0.3404358 0.4990896 0.4756 -1 -1 -1 -1 0.6636931 0
27 1 131.0003 -0.6016513 1.685267 -2.360538 358.1496 184.1262 4.469469 0.4524288 0.3404358 0.4990896 0.4756 -1 -1 -1 -1 0.6636931 0
28 1 131.0059 -0.6016387 1.685275 -2.360464 358.1468 184.1527 4.439803 0.4524288 0.3404358 0.4990896 0.4756 -1 -1 -1 -1 0.6636931 0
29 1 131.0176 -0.6016228 1.685329 -2.360382 358.1404 184.1752 4.405387 0.5143636 0.5381861 0.51464 0.507161 0.4765313 0.403829 0.3599847 0.5053373 0.8668321 0.8773178
30 1 131.0283 -0.6016177 1.685369 -2.360216 358.1309 184.201 4.384072 0.5143636 0.5381861 0.51464 0.507161 -1 -1 -1 -1 0.8668321 0.8773178
31 1 131.0395 -0.6016037 1.685398 -2.3601 358.1161 184.2071 4.366171 0.5143636 0.5381861 0.51464 0.507161 -1 -1 -1 -1 0.8668321 0.8773178
32 1 131.0506 -0.601607 1.685407 -2.359974 358.0943 184.2275 4.372087 0.5143636 0.5381861 0.51464 0.507161 -1 -1 -1 -1 0.8668321 0.8773178
33 1 131.0618 -0.6016336 1.68548 -2.359836 358.0882 184.2426 4.371973 0.5143636 0.5381861 0.51464 0.507161 -1 -1 -1 -1 0.8668321 0.8773178
34 1 131.0727 -0.6016392 1.685505 -2.359704 358.0677 184.2535 4.378323 0.5143636 0.5381861 0.51464 0.507161 -1 -1 -1 -1 0.8668321 0.8773178
35 1 131.0838 -0.601644 1.6855 -2.359596 358.0376 184.2702 4.388096 0.5143636 0.5381861 0.51464 0.507161 -1 -1 -1 -1 0.8668321 0.8773178
36 1 131.0952 -0.6016565 1.685569 -2.359497 358.0219 184.2811 4.376151 0.5153479 0.5374825 0.5068947 0.5070402 0.4752362 0.4031953 0.3514805 0.5022732 0.9181903 0.870163
37 1 131.106 -0.601755 1.685574 -2.359349 357.9876 184.2911 4.365944 0.5153479 0.5374825 0.5068947 0.5070402 -1 -1 -1 -1 0.9181903 0.870163
38 1 131.117 -0.6017911 1.685527 -2.359221 357.9688 184.2896 4.34862 0.5153479 0.5374825 0.5068947 0.5070402 -1 -1 -1 -1 0.9181903 0.870163
39 1 131.1281 -0.6018158 1.68554 -2.359117 357.9474 184.2811 4.336802 0.5153479 0.5374825 0.5068947 0.5070402 -1 -1 -1 -1 0.9181903 0.870163
40 1 131.1392 -0.6018432 1.685552 -2.358982 357.933 184.2757 4.352932 0.5153479 0.5374825 0.5068947 0.5070402 -1 -1 -1 -1 0.9181903 0.870163
41 1 131.1511 -0.6018405 1.685599 -2.358895 357.9192 184.2826 4.357356 0.5153479 0.5374825 0.5068947 0.5070402 -1 -1 -1 -1 0.9181903 0.870163
42 1 131.1617 -0.6018598 1.68558 -2.358747 357.9048 184.2752 4.352 0.5156798 0.5369317 0.5032818 0.5065405 0.4747405 0.4023874 0.347314 0.5013164 0.7701433 0.6959082
43 1 131.173 -0.6018441 1.685558 -2.358635 357.8911 184.2622 4.360114 0.5156798 0.5369317 0.5032818 0.5065405 -1 -1 -1 -1 0.7701433 0.6959082
44 1 131.1841 -0.6018244 1.68563 -2.358559 357.8894 184.2621 4.362188 0.5156798 0.5369317 0.5032818 0.5065405 -1 -1 -1 -1 0.7701433 0.6959082
45 1 131.195 -0.6018766 1.685699 -2.358459 357.8899 184.2419 4.355786 0.5156798 0.5369317 0.5032818 0.5065405 -1 -1 -1 -1 0.7701433 0.6959082
46 1 131.2057 -0.60186 1.685681 -2.358351 357.8774 184.2407 4.338698 0.5156798 0.5369317 0.5032818 0.5065405 -1 -1 -1 -1 0.7701433 0.6959082
47 1 131.2175 -0.6018862 1.685689 -2.358262 357.8697 184.2437 4.327867 0.5156798 0.5369317 0.5032818 0.5065405 -1 -1 -1 -1 0.7701433 0.6959082
48 1 131.2285 -0.6019398 1.685684 -2.358135 357.8755 184.2202 4.310643 0.5152555 0.5365738 0.5060394 0.5029201 0.4751678 0.4013981 0.3486919 0.5059518 0.9130055 0.716485
49 1 131.2394 -0.6019384 1.685696 -2.35802 357.869 184.2227 4.311519 0.5152555 0.5365738 0.5060394 0.5029201 -1 -1 -1 -1 0.9130055 0.716485
50 1 131.2504 -0.6019685 1.685749 -2.357931 357.8629 184.2242 4.304924 0.5152555 0.5365738 0.5060394 0.5029201 -1 -1 -1 -1 0.9130055 0.716485
51 1 131.2613 -0.6020607 1.68573 -2.357929 357.8499 184.2073 4.30012 0.5152555 0.5365738 0.5060394 0.5029201 -1 -1 -1 -1 0.9130055 0.716485
52 1 131.2727 -0.6021569 1.685752 -2.357784 357.8567 184.2122 4.290373 0.5152555 0.5365738 0.5060394 0.5029201 -1 -1 -1 -1 0.9130055 0.716485
53 1 131.284 -0.6022431 1.685729 -2.357652 357.8521 184.212 4.28173 0.3707753 0.3692733 0.4990896 0.4756 0.5254723 0.1800145 0 1 0.8045319 0
54 1 131.2949 -0.6023303 1.685722 -2.357421 357.8489 184.2209 4.265978 0.3707753 0.3692733 0.4990896 0.4756 -1 -1 -1 -1 0.8045319 0
55 1 131.3058 -0.6023732 1.685738 -2.357268 357.8535 184.2248 4.253103 0.3707753 0.3692733 0.4990896 0.4756 -1 -1 -1 -1 0.8045319 0
56 1 131.3173 -0.6024787 1.685734 -2.357105 357.8342 184.239 4.229173 0.3707753 0.3692733 0.4990896 0.4756 -1 -1 -1 -1 0.8045319 0
57 1 131.328 -0.6025349 1.685733 -2.357072 357.8219 184.2657 4.200919 0.3707753 0.3692733 0.4990896 0.4756 -1 -1 -1 -1 0.8045319 0
58 1 131.3392 -0.6026391 1.685765 -2.356914 357.8125 184.276 4.192472 0.3707753 0.3692733 0.4990896 0.4756 -1 -1 -1 -1 0.8045319 0
