FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 9 409.9692 -0.07266674 1.608226 -1.985695 359.1057 169.0295 359.2538 0.5499795 0.4011014 0.4740656 0.4932168 -1 -1 -1 -1 0.8227693 0.548246
2 9 409.9756 -0.07274655 1.608222 -1.985532 359.1057 169.0209 359.2583 0.5499795 0.4011014 0.4740656 0.4932168 -1 -1 -1 -1 0.8227693 0.548246
3 9 409.9889 -0.07285981 1.608103 -1.984888 359.17 168.9575 359.2859 0.5499795 0.4011014 0.4740656 0.4932168 -1 -1 -1 -1 0.8227693 0.548246
4 9 409.9951 -0.07288076 1.608071 -1.984752 359.1787 168.947 359.2874 0.5499795 0.4011014 0.4740656 0.4932168 -1 -1 -1 -1 0.8227693 0.548246
5 9 410.0063 -0.07291505 1.608053 -1.984586 359.2049 168.9273 359.2937 1.306918 1.243572 0.2323558 0.3327562 0 1 0 1 0 0
6 9 410.0171 -0.07288617 1.608034 -1.984443 359.2266 168.9163 359.3137 1.306918 1.243572 0.2323558 0.3327562 -1 -1 -1 -1 0 0
7 9 410.0288 -0.07288532 1.607999 -1.984277 359.2471 168.8918 359.324 1.306918 1.243572 0.619462 0.5309438 -1 -1 0.5940827 0.4486282 0 0.7053188
8 9 410.0414 -0.07279522 1.607901 -1.984217 359.2733 168.8728 359.3456 1.306918 1.243572 0.619462 0.5309438 -1 -1 -1 -1 0 0.7053188
9 9 410.0512 -0.07267921 1.607871 -1.984055 359.2888 168.8585 359.3621 1.306918 1.243572 0.619462 0.5309438 -1 -1 -1 -1 0 0.7053188
10 9 410.0618 -0.07265526 1.607826 -1.983878 359.3094 168.8367 359.3718 1.306918 1.243572 0.2323558 0.3327562 0 1 0 1 0 0
11 9 410.0728 -0.07271834 1.607842 -1.983648 359.3332 168.8251 359.4012 1.306918 1.243572 0.2323558 0.3327562 -1 -1 -1 -1 0 0
12 9 410.0839 -0.0727405 1.60778 -1.983415 359.3474 168.8034 359.4276 1.306918 1.243572 0.2323558 0.3327562 0 1 0 1 0 0
13 9 410.0951 -0.0727222 1.607759 -1.983243 359.3618 168.7818 359.4486 1.306918 1.243572 0.2323558 0.3327562 -1 -1 -1 -1 0 0
14 9 410.106 -0.07275136 1.60776 -1.982993 359.3659 168.7616 359.4741 1.306918 1.243572 0.2323558 0.3327562 -1 -1 -1 -1 0 0
15 9 410.1172 -0.07266872 1.607755 -1.98281 359.371 168.7417 359.4926 0.4798088 0.5091236 0.2323558 0.3327562 0.5607611 0.5965452 0 1 0.99 0
16 9 410.1281 -0.07263771 1.607762 -1.98257 359.381 168.7167 359.5134 0.4798088 0.5091236 0.2323558 0.3327562 -1 -1 -1 -1 0.99 0
17 9 410.1398 -0.07258859 1.607708 -1.982379 359.3741 168.6875 359.5411 0.4804751 0.5099721 0.2323558 0.3327562 0.5604877 0.5974146 -1 -1 1 0
18 9 410.1505 -0.07259051 1.607679 -1.98215 359.3815 168.6549 359.5614 0.4804751 0.5099721 0.2323558 0.3327562 -1 -1 -1 -1 1 0
19 9 410.1618 -0.07256392 1.607675 -1.981908 359.3857 168.6239 359.5794 0.4810314 0.5104263 0.4871013 0.5103533 0.5601702 0.5979721 0.4507701 0.3730275 1 0.8132007
20 9 410.1725 -0.07249071 1.607637 -1.981705 359.3801 168.6058 359.5802 0.4810314 0.5104263 0.4871013 0.5103533 -1 -1 -1 -1 1 0.8132007
