FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 1 39.17016 0.1740893 1.673126 -2.384635 20.64235 357.753 0.6245105 0 0 0 0 -1 -1 -1 -1 0 0
2 1 39.18767 0.1741558 1.673087 -2.384583 20.6527 357.7589 0.6130656 0.474972 0.5166555 0.4823078 0.5159434 0.3735058 0.5208184 0.325183 0.5260529 0.8688942 0.8046955
3 1 39.20675 0.1741051 1.672933 -2.384064 20.62572 357.7685 0.6104181 0.474972 0.5166555 0.4823078 0.5159434 -1 -1 -1 -1 0.8688942 0.8046955
4 1 39.21824 0.1739663 1.672998 -2.384088 20.60021 357.7311 0.6389396 0.474972 0.5166555 0.4823078 0.5159434 -1 -1 -1 -1 0.8688942 0.8046955
5 1 39.22969 0.1738564 1.673046 -2.38409 20.60482 357.7184 0.6482746 0.474972 0.5166555 0.4823078 0.5159434 -1 -1 -1 -1 0.8688942 0.8046955
6 1 39.23972 0.1737911 1.673044 -2.384137 20.58793 357.6946 0.638081 0.474972 0.5166555 0.4823078 0.5159434 -1 -1 -1 -1 0.8688942 0.8046955
7 1 39.25097 0.1737456 1.673055 -2.384256 20.57491 357.6824 0.6700832 0.474972 0.5166555 0.4823078 0.5159434 -1 -1 -1 -1 0.8688942 0.8046955
8 1 39.26172 0.1737639 1.672981 -2.384376 20.55925 357.6722 0.6869848 0.474972 0.5166555 0.4823078 0.5159434 -1 -1 -1 -1 0.8688942 0.8046955
9 1 39.27373 0.1737326 1.672985 -2.384426 20.5673 357.6503 0.6935386 0.4761748 0.5151654 0.4807144 0.5150909 0.3717558 0.5202177 0.3229914 0.5260513 1 0.9195439
10 1 39.28403 0.1737355 1.672981 -2.384588 20.56509 357.6317 0.7102234 0.4761748 0.5151654 0.4807947 0.5151286 -1 -1 0.3230987 0.5260566 1 0.9602432
