FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 7 369.2833 0.168785 1.46698 -2.823695 355.7504 2.505052 0.3605697 0.3975972 0.542605 0.2590173 0.2474119 -1 -1 -1 -1 0.8184564 0
2 7 369.294 0.1685624 1.466996 -2.82379 355.7513 2.499674 0.3730752 0.3975972 0.542605 0.2590173 0.2474119 -1 -1 -1 -1 0.8184564 0
3 7 369.3028 0.1675227 1.467196 -2.824708 355.7979 2.463125 0.4558219 0.483312 0.5100508 0.4400316 0.5815179 0.3469014 0.7368667 0 1 1 0
4 7 369.329 0.1669114 1.467375 -2.825558 355.7882 2.44981 0.4995424 0.4833136 0.5092428 0.505811 0.4916913 0.3464574 0.7362946 0.3674837 0.313274 1 0.3800479
5 7 369.3388 0.1667337 1.467469 -2.825878 355.7614 2.441699 0.5100576 0.4833136 0.5092428 0.505811 0.4916913 -1 -1 -1 -1 1 0.3800479
6 7 369.3508 0.1665404 1.467583 -2.826242 355.7172 2.43914 0.5207362 0.483408 0.509117 0.505811 0.4916913 0.3463069 0.7362592 -1 -1 1 0.3800479
7 7 369.3611 0.1661707 1.467854 -2.826982 355.6402 2.431664 0.5699286 0.483408 0.509117 0.505811 0.4916913 -1 -1 -1 -1 1 0.3800479
8 7 369.3725 0.1659243 1.468138 -2.827715 355.514 2.412529 0.6133719 0.483408 0.509117 0.505811 0.4916913 -1 -1 -1 -1 1 0.3800479
9 7 369.3949 0.1656584 1.468477 -2.82864 355.3378 2.424934 0.6279728 0.4834974 0.5089674 0.4400316 0.5815179 0.3461476 0.736204 0 1 1 0
10 7 369.4175 0.1654173 1.468783 -2.829684 355.2052 2.447015 0.5807772 0.4836718 0.5091421 0.4400316 0.5815179 0.3460923 0.7364275 0 1 1 0
11 7 369.4395 0.1652096 1.469058 -2.830713 355.076 2.474856 0.5539294 0.4837246 0.5089495 0.489288 0.490025 0.3459414 0.7363209 0.3502075 0.3069864 1 0.4692054
12 7 369.4614 0.1650707 1.469306 -2.831757 354.9527 2.514166 0.5778466 0.4846324 0.5080795 0.4901944 0.490943 0.3446847 0.7362205 0.3516416 0.3065174 1 0.4144116
13 7 369.4846 0.1648506 1.469459 -2.832771 354.8188 2.601002 0.5929628 0.4846324 0.5080795 0.4903775 0.4912004 -1 -1 0.3519718 0.3063532 1 0.3216535
14 7 369.5067 0.1648084 1.469679 -2.833801 354.694 2.690936 0.6047626 0.4846324 0.5080795 0.4903775 0.4912004 -1 -1 -1 -1 1 0.3216535
15 7 369.5372 0.1647782 1.469869 -2.834908 354.5634 2.776719 0.6331649 0.4846263 0.506763 0.4909455 0.4912806 0.3439732 0.7352788 0.3525842 0.3065417 1 0.2743819
16 7 369.5504 0.1648082 1.47021 -2.835993 354.4459 2.898934 0.6770884 0.4846263 0.506763 0.4909455 0.4912806 -1 -1 -1 -1 1 0.2743819
17 7 369.5723 0.1647612 1.470418 -2.837037 354.3179 2.992947 0.7277662 0.4836219 0.5058281 0.4909455 0.4912806 0.3443286 0.7340351 -1 -1 1 0.2743819
