FieldOfView 109.9064 TargetEye Both Mode single
SampleIndex PCIndex Timestamp CamPos.x CamPos.y CamPos.z CamRot.x CamRot.y CamRot.z LeftGazePos.x LeftGazePos.y RightGazePos.x RightGazePos.y LeftPupilPos.x LeftPupilPos.y RightPupilPos.x RightPupilPos.y LeftConfidence RightConfidence
1 1 125.529 0.01361327 1.608095 -1.939522 3.592718 358.1481 0.3643115 0.3833346 0.4836556 0.5164102 0.5089736 -1 -1 0.4977968 0.3867242 0 0.6011674
2 1 125.548 0.01372613 1.608116 -1.939637 3.588942 358.1678 0.3574676 0.5428345 0.5259268 0.5164102 0.5089736 0.5031621 0.6018154 -1 -1 0.99 0.6011674
3 1 125.5667 0.01427575 1.607994 -1.939962 3.700195 358.24 0.307988 0.5428345 0.5259268 0.5164102 0.5089736 -1 -1 -1 -1 0.99 0.6011674
4 1 125.5773 0.01429611 1.607912 -1.939976 3.730054 358.2418 0.3502448 0.5428345 0.5259268 0.5164102 0.5089736 -1 -1 -1 -1 0.99 0.6011674
5 1 125.5999 0.0143075 1.607892 -1.939951 3.753933 358.2561 0.3899482 0.5431371 0.527909 0.5307978 0.504013 0.5036311 0.6033707 0.5111876 0.3988474 0.96745 1
6 1 125.61 0.01431956 1.607882 -1.93995 3.7508 358.2643 0.3857617 0.5431371 0.527909 0.5307978 0.504013 -1 -1 -1 -1 0.96745 1
7 1 125.6214 0.01430786 1.607859 -1.939947 3.755489 358.2766 0.3866853 0.5429681 0.5299829 0.5311253 0.5052931 0.5045362 0.6047952 0.5120083 0.3979861 0.931936 1
8 1 125.6354 0.01426425 1.607882 -1.939886 3.771243 358.287 0.3946326 0.5429681 0.5299829 0.5311253 0.5052931 -1 -1 -1 -1 0.931936 1
9 1 125.6432 0.01422835 1.607845 -1.939864 3.788072 358.2861 0.3943022 0.5428625 0.530744 0.5311547 0.5063425 0.5049058 0.6053008 0.5124279 0.3971441 0.9075958 1
10 1 125.6545 0.01421236 1.607815 -1.939867 3.785779 358.2885 0.4101032 0.5428625 0.530744 0.5311547 0.5063425 -1 -1 -1 -1 0.9075958 1
11 1 125.6661 0.01421396 1.607805 -1.939928 3.799076 358.2887 0.4184901 0.5428604 0.5315045 0.5313356 0.5071543 0.5051876 0.6058515 0.5129187 0.3965847 0.9197166 1
12 1 125.6766 0.01423242 1.607779 -1.939933 3.793104 358.2697 0.4228194 0.5428604 0.5315045 0.5306373 0.5081028 -1 -1 0.5125315 0.39541 0.9197166 1
13 1 125.6878 0.01428557 1.607759 -1.940002 3.804259 358.2679 0.4284286 0.5428604 0.5315045 0.5306373 0.5081028 -1 -1 -1 -1 0.9197166 1
14 1 125.699 0.01428083 1.607753 -1.940012 3.810792 358.2696 0.4298079 0.5428604 0.5315045 0.5306373 0.5081028 -1 -1 -1 -1 0.9197166 1
15 1 125.7114 0.0143436 1.607764 -1.940057 3.806077 358.2638 0.419481 0.5428604 0.5315045 0.5306373 0.5081028 -1 -1 -1 -1 0.9197166 1
16 1 125.7219 0.01431798 1.60779 -1.940049 3.798397 358.2647 0.4207563 0.5429347 0.5325648 0.5302449 0.5095715 0.5055158 0.6066539 0.5126573 0.39399 0.8554109 0.967613
17 1 125.7322 0.01435109 1.607806 -1.940054 3.794505 358.2516 0.4049178 0.5429347 0.5325648 0.5302449 0.5095715 -1 -1 -1 -1 0.8554109 0.967613
18 1 125.7434 0.0143209 1.607799 -1.940031 3.776515 358.2628 0.4027247 0.5427802 0.5325321 0.5307617 0.509276 0.5056345 0.6065637 0.5130943 0.394526 0.9429794 0.9503177
19 1 125.7543 0.01434532 1.607834 -1.940024 3.775315 358.2624 0.3957638 0.5427802 0.5325321 0.5307617 0.509276 -1 -1 -1 -1 0.9429794 0.9503177
20 1 125.7657 0.0143499 1.607837 -1.94003 3.760996 358.2549 0.3850421 0.5422809 0.5321003 0.5313067 0.508297 0.5058982 0.6060356 0.5133095 0.3956359 0.8432095 0.971175
21 1 125.7766 0.01437559 1.607882 -1.940083 3.771321 358.2752 0.3895924 0.5422809 0.5321003 0.5313067 0.508297 -1 -1 -1 -1 0.8432095 0.971175
22 1 125.9208 0.01441994 1.607866 -1.940104 3.762622 358.2761 0.393599 0.5512937 0.4279181 0.4393665 0.5819515 0.4641952 0.5398319 0 1 0.8749031 0
23 1 125.9314 0.01461109 1.607995 -1.940436 3.696705 358.3198 0.4402496 0.5512937 0.4279181 0.4393665 0.5819515 -1 -1 -1 -1 0.8749031 0
24 1 125.9369 0.0146048 1.60799 -1.940476 3.695821 358.3037 0.4450391 0.5512937 0.4279181 0.4393665 0.5819515 -1 -1 -1 -1 0.8749031 0
25 1 125.9432 0.01457325 1.607971 -1.940462 3.707019 358.2958 0.4446315 0.5512937 0.4279181 0.4393665 0.5819515 -1 -1 -1 -1 0.8749031 0
26 1 125.9545 0.01454138 1.607953 -1.940483 3.71088 358.2905 0.4479819 0.5511526 0.4283466 0.5434179 0.4133325 0.4644298 0.5400462 0.4872677 0.4872205 0.8292815 0.9908977
27 1 125.9653 0.0145073 1.607993 -1.940397 3.73368 358.2954 0.4518888 0.5511526 0.4283466 0.5434179 0.4133325 -1 -1 -1 -1 0.8292815 0.9908977
28 1 125.9768 0.01450919 1.607956 -1.940395 3.735381 358.2836 0.4584126 0.5507249 0.4288056 0.5430962 0.4132361 0.4649135 0.5401571 0.4868947 0.4870938 0.9106794 1
29 1 125.9879 0.01447591 1.607957 -1.940409 3.74848 358.2791 0.4544323 0.5507249 0.4288056 0.5430962 0.4132361 -1 -1 -1 -1 0.9106794 1
30 1 125.9989 0.01445813 1.607965 -1.940338 3.75501 358.2673 0.4550853 0.5507249 0.4288056 0.5433629 0.4123209 -1 -1 0.4867616 0.4881463 0.9106794 1
31 1 126.0098 0.01447512 1.607978 -1.940348 3.751882 358.2533 0.4451575 0.550567 0.429204 0.5433629 0.4123209 0.4651545 0.5403448 -1 -1 0.8836227 1
32 1 126.0211 0.01447438 1.607983 -1.94035 3.767909 358.2538 0.4505953 0.550567 0.429204 0.5433629 0.4123209 -1 -1 -1 -1 0.8836227 1
33 1 126.0323 0.01454572 1.607928 -1.940392 3.772801 358.2477 0.4409943 0.5504995 0.429395 0.5433248 0.4124966 0.4652633 0.5404384 0.4868006 0.487953 0.8925585 0.8852869
34 1 126.0433 0.01456882 1.607865 -1.940399 3.776616 358.2451 0.4477582 0.5504995 0.429395 0.5433248 0.4124966 -1 -1 -1 -1 0.8925585 0.8852869
35 1 126.0545 0.0145767 1.60786 -1.940396 3.78936 358.2459 0.4507376 0.5505413 0.4293701 0.5433286 0.4121259 0.4652214 0.5404403 0.4866397 0.4883087 0.9179604 1
36 1 126.0655 0.01464859 1.607813 -1.940489 3.791658 358.2513 0.4588597 0.5505413 0.4293701 0.5433286 0.4121259 -1 -1 -1 -1 0.9179604 1
37 1 126.0766 0.01469243 1.607866 -1.940511 3.795122 358.2542 0.4617379 0.5508459 0.428853 0.5433889 0.411846 0.4648248 0.5402393 0.4865769 0.4886166 0.7884864 0.9503508
38 1 126.089 0.01471665 1.607879 -1.940497 3.784469 358.2487 0.4536808 0.5508459 0.428853 0.5433889 0.411846 -1 -1 -1 -1 0.7884864 0.9503508
39 1 126.0996 0.01475669 1.607889 -1.94049 3.789219 358.261 0.4530249 0.5507395 0.4291737 0.5432914 0.4117461 0.4650016 0.5403994 0.4864324 0.4886453 0.9909527 0.925182
40 1 126.1098 0.01476531 1.607885 -1.94051 3.792759 358.27 0.4530956 0.5507395 0.4291737 0.5432914 0.4117461 -1 -1 -1 -1 0.9909527 0.925182
41 1 126.1209 0.01480049 1.607874 -1.940561 3.799077 358.2681 0.4576495 0.5507395 0.4291737 0.5432914 0.4117461 -1 -1 -1 -1 0.9909527 0.925182
42 1 126.132 0.01490566 1.60782 -1.940702 3.80238 358.2675 0.4509396 0.553477 0.4212683 0.4393665 0.5819515 0.460596 0.5365087 0 1 0.3777272 0
43 1 126.143 0.0149186 1.607794 -1.940721 3.801396 358.2655 0.4488261 0.553477 0.4212683 0.4393665 0.5819515 -1 -1 -1 -1 0.3777272 0
44 1 126.1546 0.01494619 1.607794 -1.940794 3.795549 358.263 0.4339904 0.553477 0.4212683 0.4393665 0.5819515 -1 -1 -1 -1 0.3777272 0
45 1 126.1653 0.01499697 1.607834 -1.940817 3.806217 358.2643 0.4303567 0.553477 0.4212683 0.4393665 0.5819515 -1 -1 -1 -1 0.3777272 0
46 1 126.1768 0.01509399 1.607888 -1.940936 3.787121 358.2686 0.4171445 0.5736845 0.3354569 0.5607851 0.3457586 0.4269387 0.4902667 0.4731344 0.5674636 0.9236792 1
47 1 126.1876 0.01515422 1.607901 -1.940995 3.775242 358.2657 0.4204009 0.5736845 0.3354569 0.5607851 0.3457586 -1 -1 -1 -1 0.9236792 1
48 1 126.1991 0.01523142 1.607926 -1.941078 3.787275 358.27 0.4163416 0.5736845 0.3354569 0.5606657 0.3459048 -1 -1 0.4730908 0.5672112 0.9236792 1
49 1 126.2097 0.01524721 1.607857 -1.94112 3.778736 358.2726 0.4244348 0.5731096 0.3362743 0.5616112 0.3468472 0.4275031 0.4905603 0.4744408 0.567071 0.8416582 1
